Qb_ml_min,Qd_ml_min,Quf_ml_min,Clearance_Urea,Clearance_B12
215.79387822982014,436.30983299299817,4.957325975109061,178.90288324140258,83.16766090769346
383.9417150002503,644.2067603594951,6.878095719462531,250.70487542057666,95.64916261407366
282.56132626637435,742.093364801411,19.66672486937345,226.81048910389725,100.55059830222598
470.30358674615525,325.5256185241487,8.99644794408912,222.62211757844582,91.41633586717683
384.4061789964379,340.81193089400915,0.6167350204243349,210.9852108292276,85.32570838218392
405.80311992609745,471.424617861075,16.42932286649401,245.09059097150677,99.75570763265192
443.4932859358513,479.2501085494372,3.8908012728239494,245.3311241731009,92.60485323810926
291.6460306767229,596.9938248690642,13.901270583229081,222.816916518429,95.92489542570195
338.4353292925364,790.3927178465822,13.034696136322694,247.42345185551505,99.46134615762101
359.0905689480651,554.6894456551245,12.564024808176901,240.78698261729187,97.3354006084341
219.8105086106134,742.2899230145417,8.277957218788117,191.46178748063443,88.97696418613778
353.4019456407234,591.9188022979924,12.716335790558288,242.0567978121791,97.77265802618146
339.8232372107876,405.31327269230337,14.652441972062471,221.91466153443645,95.0042805027302
394.1723407033627,518.0909115071921,13.382810455397102,246.23543139596634,98.35931147136553
284.8903222803111,764.0003313584946,1.4368911408285046,221.58620774554205,89.32539439821169
463.2611826457741,369.5018787258921,16.73045265232373,237.41343056734357,98.47606756534846
361.548515465529,484.0284122823307,7.824531372299766,232.5163833621649,93.12677330661684
456.03392946436685,317.9040875081041,12.347873422546892,221.47259986616208,93.47317792394142
451.5922674465444,568.2888713692178,14.11901138564354,262.9147458888895,101.15493555787339
316.51542082724956,365.6581755215826,9.73664006892533,208.35600494507327,89.8975113222197
338.26884904840006,788.2101053988326,6.042363628834706,244.18875046696775,94.901771631556
470.7167227497126,690.9024329382792,18.481030364280258,279.2754120278702,105.58760416615036
276.38859802538553,779.9742889355687,0.9727600338592368,218.26831491938285,88.69298815428832
421.65991052922016,422.5800115094879,4.162677172765865,233.79990106729392,90.98536237248447
449.13706051503914,792.9407158491667,17.651314284419765,280.58546071395665,106.11868769863256
302.1646642777252,310.77103470562605,3.177832123221065,192.26758919119257,83.3350537078034
313.42599745752915,387.81699667259,0.2969746259878647,205.79382800363717,84.4751664735638
396.08303438459154,354.24237990964104,8.52494285161824,220.32375238991847,91.15926177800608
432.1767103179659,730.6326346071072,12.956705420707664,270.76280954729924,101.96042456183807
245.37436517425516,655.1279262753723,18.905495364957623,206.52329779964904,96.80996333655924
489.84818550662277,674.0692123783431,4.200639548638683,273.28797787633886,96.4639288912804
225.4226868845099,714.4437731186351,9.547533357191188,194.4752706664141,90.01412044760745
471.9392094190732,753.3149118204169,1.8699917816379763,274.3539574737854,95.21903013299475
471.7788671808655,301.45259280037357,15.491094343866333,220.4183364620341,94.58838347572488
409.9213360279473,587.4818475738755,12.211516377836396,255.35656556768447,99.15090955546601
258.4280400162336,501.51307530372424,18.193900446261647,206.35496164424555,95.36484020331243
383.40887732268664,545.3356538190994,5.343147200818552,242.14581429797278,93.26972778212706
315.96645315037836,765.4039185821697,6.303546630364563,235.67562827199168,93.94198501709089
382.4179593679363,307.32939533798736,14.190519223182918,211.504566838731,92.63120920766661
399.7245205065915,367.2593617430945,17.488699988302066,228.87554952513705,97.50109463775793
228.3836981139323,654.1869708833973,14.16995426530509,196.12681336254994,92.55640045625304
